"","Regional District","Year","Gender","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90+","Total"
"47000","Skeena-Queen Charlotte","2001","F","131","639","800","910","815","638","747","830","906","943","887","771","534","358","264","237","162","113","86","31","10802"
"47000","Skeena-Queen Charlotte","2002","M","144","581","854","939","848","635","633","766","883","1018","914","870","664","465","327","253","144","83","24","7","11052"
"47000","Skeena-Queen Charlotte","2002","F","143","572","784","859","840","565","688","809","838","931","870","753","543","380","265","244","174","118","72","19","10467"
"47000","Skeena-Queen Charlotte","2003","M","131","555","802","902","839","609","589","702","807","963","912","856","701","478","337","242","158","88","21","15","10707"
"47000","Skeena-Queen Charlotte","2003","F","127","536","754","806","783","625","631","735","798","926","835","794","569","400","271","239","197","127","53","18","10224"
"47000","Skeena-Queen Charlotte","2004","M","135","531","768","863","848","594","549","655","718","967","907","882","726","528","320","253","166","101","21","5","10537"
"47000","Skeena-Queen Charlotte","2004","F","114","514","713","772","805","616","569","719","783","918","839","843","627","413","279","234","202","134","51","15","10160"
"47000","Skeena-Queen Charlotte","2005","M","99","527","699","816","849","571","526","638","657","921","924","881","713","570","326","255","172","101","32","4","10281"
"47000","Skeena-Queen Charlotte","2005","F","111","495","676","755","784","612","520","702","725","870","864","793","683","425","275","225","219","135","69","7","9945"
"47000","Skeena-Queen Charlotte","2006","M","119","480","682","789","862","553","491","588","648","819","945","889","751","560","373","239","191","98","44","13","10134"
"47000","Skeena-Queen Charlotte","2006","F","107","470","646","711","781","606","499","668","724","824","852","829","681","466","309","227","210","143","74","43","9870"
"47000","Skeena-Queen Charlotte","2007","M","99","475","629","739","799","617","515","526","683","768","933","860","730","584","388","244","175","106","47","20","9937"
"47000","Skeena-Queen Charlotte","2007","F","108","453","604","683","759","627","452","627","709","759","865","788","735","509","332","219","201","131","73","58","9692"
"47000","Skeena-Queen Charlotte","2008","M","99","451","601","744","740","648","506","559","655","705","951","834","762","595","407","259","169","103","45","23","9856"
"47000","Skeena-Queen Charlotte","2008","F","122","450","598","667","711","617","479","603","697","734","849","764","710","516","345","230","183","151","70","41","9537"
"47000","Skeena-Queen Charlotte","2009","M","89","433","610","704","700","678","541","583","651","643","918","838","777","592","431","253","168","100","50","26","9785"
"47000","Skeena-Queen Charlotte","2009","F","104","455","585","641","647","646","509","603","709","688","842","736","665","535","354","215","178","154","67","51","9384"
"47000","Skeena-Queen Charlotte","2010","M","126","428","576","663","716","664","541","576","652","623","901","846","780","594","459","270","162","92","44","30","9743"
"47000","Skeena-Queen Charlotte","2010","F","105","456","563","628","650","663","535","606","708","661","806","752","621","560","366","231","163","160","78","60","9372"
"47000","Skeena-Queen Charlotte","2011","M","122","458","593","628","732","653","520","583","651","656","774","884","789","654","470","300","162","119","49","23","9820"
"47000","Skeena-Queen Charlotte","2011","F","100","478","599","637","632","607","547","566","661","668","710","776","698","550","399","233","170","148","90","46","9315"
"47000","Skeena-Queen Charlotte","2012","M","106","436","576","579","712","627","516","535","630","668","688","877","775","677","480","311","168","123","51","32","9567"
"47000","Skeena-Queen Charlotte","2012","F","110","440","563","620","619","598","545","535","644","658","651","786","707","551","398","266","176","150","93","84","9194"
"47000","Skeena-Queen Charlotte","2013","M","99","435","556","543","679","607","508","514","654","617","644","867","755","679","509","333","174","121","50","38","9382"
"47000","Skeena-Queen Charlotte","2013","F","94","432","554","591","607","559","560","536","601","643","624","760","702","567","413","270","182","139","101","83","9018"
"47000","Skeena-Queen Charlotte","2014","M","104","437","549","543","653","578","526","502","612","601","598","827","765","682","526","344","174","129","64","36","9250"
"47000","Skeena-Queen Charlotte","2014","F","86","424","545","575","597","524","521","525","558","637","603","736","706","548","444","266","190","137","98","92","8812"
"47000","Skeena-Queen Charlotte","2015","M","76","407","565","515","584","559","525","463","578","590","572","790","755","664","501","386","192","131","58","45","8956"
"47000","Skeena-Queen Charlotte","2015","F","96","408","548","544","534","510","492","537","523","590","572","667","723","538","477","288","187","131","112","98","8575"
"49000","Kitimat-Stikine","1986","M","432","1618","1997","1994","2085","1839","1940","2022","1886","1547","1171","998","897","564","356","223","133","67","36","8","21813"
"49000","Kitimat-Stikine","1986","F","389","1569","1875","1887","1928","1770","1932","1914","1698","1312","934","814","617","451","279","165","120","75","31","34","19794"
"49000","Kitimat-Stikine","1987","M","420","1738","2021","1980","2003","1863","1944","2039","1907","1665","1237","976","919","585","368","224","140","68","31","14","22142"
"49000","Kitimat-Stikine","1987","F","397","1661","1900","1861","1917","1717","1903","1892","1740","1393","977","860","649","443","323","175","142","63","40","35","20088"
"49000","Kitimat-Stikine","1988","M","375","1698","2055","1983","1964","1805","1937","2049","1912","1684","1311","998","940","641","387","230","142","70","31","27","22239"
"49000","Kitimat-Stikine","1988","F","343","1613","1952","1837","1862","1645","1915","1950","1752","1451","1067","832","686","430","345","194","149","75","34","49","20181"
"49000","Kitimat-Stikine","1989","M","384","1647","2109","1933","1955","1787","1918","2082","1913","1729","1386","1006","961","690","415","244","152","66","36","23","22436"
"49000","Kitimat-Stikine","1989","F","368","1558","1982","1810","1817","1648","1914","1957","1784","1476","1117","855","684","481","369","211","158","93","41","31","20354"
"49000","Kitimat-Stikine","1990","M","394","1680","2098","1918","1965","1820","1977","2117","1958","1795","1428","1043","952","721","417","265","156","83","34","20","22841"
"49000","Kitimat-Stikine","1990","F","388","1539","2001","1826","1833","1639","1877","1998","1777","1545","1177","894","715","509","395","242","152","105","60","31","20703"
"49000","Kitimat-Stikine","1991","M","428","1670","2077","1945","1928","1834","1940","2179","1995","1818","1472","1103","938","766","442","273","158","84","33","18","23101"
"49000","Kitimat-Stikine","1991","F","430","1547","1977","1854","1781","1672","1849","2029","1780","1569","1204","905","726","523","405","265","147","117","58","28","20866"
"49000","Kitimat-Stikine","1992","M","421","1698","2098","1985","1930","1761","1917","2093","2003","1819","1530","1152","887","781","458","303","173","81","35","13","23138"
"49000","Kitimat-Stikine","1992","F","401","1578","2004","1878","1709","1641","1800","1993","1829","1570","1273","930","756","539","429","306","143","112","52","31","20974"
"49000","Kitimat-Stikine","1993","M","365","1705","2112","2010","1895","1789","1877","2071","2041","1838","1532","1210","879","790","484","319","174","96","41","19","23247"
"49000","Kitimat-Stikine","1993","F","343","1612","1941","1898","1686","1651","1736","1994","1915","1600","1326","996","750","568","422","316","168","121","59","28","21130"
"49000","Kitimat-Stikine","1994","M","363","1678","2123","2061","1892","1789","1839","2043","2104","1840","1622","1277","863","819","518","344","193","104","38","17","23527"
"49000","Kitimat-Stikine","1994","F","356","1589","1935","1974","1663","1635","1745","1985","1949","1631","1370","1019","768","584","472","318","200","123","63","22","21401"
"49000","Kitimat-Stikine","1995","M","360","1629","2165","2028","1902","1763","1850","2087","2083","1946","1677","1336","906","804","576","359","209","105","48","18","23851"
"49000","Kitimat-Stikine","1995","F","347","1537","1956","1970","1717","1559","1750","1975","2031","1678","1449","1078","778","612","506","346","202","114","61","47","21713"
"49000","Kitimat-Stikine","1996","M","413","1576","2132","2085","1982","1785","1848","2100","2126","2004","1740","1399","939","777","617","359","209","119","43","12","24265"
"49000","Kitimat-Stikine","1996","F","361","1481","1956","2002","1777","1611","1798","1945","2045","1788","1498","1152","803","675","490","389","224","116","71","35","22217"
"49000","Kitimat-Stikine","1997","M","321","1557","2132","2131","1957","1764","1827","2026","2111","2034","1778","1490","1033","756","663","373","221","124","49","12","24359"
"49000","Kitimat-Stikine","1997","F","305","1429","1937","2042","1735","1627","1710","1919","2031","1819","1548","1219","844","690","515","395","241","115","83","36","22240"
"49000","Kitimat-Stikine","1998","M","332","1461","2032","2091","1924","1644","1707","1871","2049","2020","1807","1470","1106","733","669","408","242","117","52","15","23750"
"49000","Kitimat-Stikine","1998","F","302","1395","1918","1957","1669","1458","1642","1817","2034","1882","1525","1247","896","674","554","375","259","127","71","27","21829"
"49000","Kitimat-Stikine","1999","M","301","1396","1948","2036","1921","1543","1600","1754","1968","2020","1777","1503","1174","720","670","433","257","119","55","17","23212"
"49000","Kitimat-Stikine","1999","F","263","1266","1864","1859","1711","1369","1546","1713","1987","1890","1593","1310","942","672","549","417","267","137","62","38","21455"
"49000","Kitimat-Stikine","2000","M","295","1365","1876","2045","1942","1440","1473","1725","1926","1962","1853","1565","1219","796","642","464","264","129","46","14","23041"
"49000","Kitimat-Stikine","2000","F","285","1217","1785","1849","1751","1300","1461","1722","1924","1867","1586","1362","998","675","540","441","283","151","71","42","21310"
"49000","Kitimat-Stikine","2001","M","281","1260","1846","1968","1987","1295","1350","1646","1802","1945","1829","1615","1225","840","644","508","271","144","63","14","22533"
"49000","Kitimat-Stikine","2001","F","252","1143","1668","1779","1739","1175","1388","1637","1825","1825","1605","1420","1022","684","592","426","308","170","62","42","20762"
"49000","Kitimat-Stikine","2002","M","255","1179","1715","1859","1827","1331","1296","1545","1709","1847","1841","1591","1286","866","642","526","290","150","45","21","21821"
"49000","Kitimat-Stikine","2002","F","243","1094","1556","1763","1714","1153","1290","1574","1743","1778","1625","1396","1057","705","608","448","314","176","53","24","20314"
"49000","Kitimat-Stikine","2003","M","253","1116","1674","1849","1803","1381","1164","1412","1642","1795","1795","1628","1308","949","659","538","317","164","41","17","21505"
"49000","Kitimat-Stikine","2003","F","244","1011","1499","1722","1600","1241","1174","1477","1615","1794","1693","1445","1135","801","609","458","319","195","51","20","20103"
"49000","Kitimat-Stikine","2004","M","229","1067","1626","1815","1773","1323","1081","1344","1570","1752","1821","1649","1379","1030","664","559","333","180","47","15","21257"
"49000","Kitimat-Stikine","2004","F","218","991","1433","1705","1530","1287","1122","1400","1577","1771","1713","1483","1196","881","622","458","356","203","55","21","20022"
"49000","Kitimat-Stikine","2005","M","247","1021","1546","1753","1806","1247","1028","1245","1517","1702","1760","1680","1402","1052","705","566","361","192","55","5","20890"
"49000","Kitimat-Stikine","2005","F","230","931","1376","1635","1500","1205","1062","1291","1509","1710","1695","1487","1230","947","633","468","370","226","93","4","19602"
"49000","Kitimat-Stikine","2006","M","225","1003","1457","1731","1756","1174","959","1157","1460","1627","1720","1710","1455","1059","744","573","392","206","63","29","20500"
"49000","Kitimat-Stikine","2006","F","221","923","1289","1551","1589","1055","1002","1259","1445","1644","1666","1490","1268","963","656","504","352","253","107","34","19271"
"49000","Kitimat-Stikine","2007","M","237","998","1386","1551","1506","1323","1047","1065","1256","1537","1691","1725","1449","1114","746","545","412","204","73","27","19892"
"49000","Kitimat-Stikine","2007","F","239","881","1246","1422","1502","1102","932","1155","1275","1512","1656","1511","1389","1070","696","516","370","244","119","41","18878"
"49000","Kitimat-Stikine","2008","M","197","998","1349","1576","1362","1290","1103","1074","1291","1465","1739","1707","1503","1141","806","551","429","197","91","28","19897"
"49000","Kitimat-Stikine","2008","F","208","920","1200","1405","1364","1098","958","1162","1299","1428","1702","1496","1338","1071","740","510","383","273","133","42","18730"
"49000","Kitimat-Stikine","2009","M","236","956","1307","1557","1323","1365","1245","1135","1270","1395","1723","1724","1484","1183","824","552","407","203","95","37","20021"
"49000","Kitimat-Stikine","2009","F","235","892","1175","1345","1285","1148","1056","1205","1312","1359","1664","1437","1266","1027","750","504","376","255","126","54","18471"
"49000","Kitimat-Stikine","2010","M","194","984","1269","1524","1386","1269","1201","1227","1268","1343","1660","1683","1551","1187","862","582","408","212","87","39","19936"
"49000","Kitimat-Stikine","2010","F","212","872","1158","1293","1261","1196","1150","1222","1282","1333","1580","1405","1157","1029","743","533","367","263","138","77","18271"
"49000","Kitimat-Stikine","2011","M","225","967","1244","1340","1560","1220","1085","1072","1172","1367","1563","1637","1531","1290","925","627","417","260","99","37","19638"
"49000","Kitimat-Stikine","2011","F","238","890","1132","1215","1322","1174","1061","1083","1225","1321","1490","1529","1303","1129","822","569","430","269","158","68","18428"
"49000","Kitimat-Stikine","2012","M","199","945","1290","1318","1515","1273","1082","1125","1176","1302","1523","1574","1553","1305","994","644","388","270","110","72","19658"
"49000","Kitimat-Stikine","2012","F","261","876","1162","1171","1296","1159","1124","1074","1211","1259","1456","1536","1332","1148","885","554","462","274","182","125","18547"
"49000","Kitimat-Stikine","2013","M","262","925","1239","1282","1467","1284","1094","1190","1174","1321","1462","1578","1560","1349","1010","708","420","263","129","90","19807"
"49000","Kitimat-Stikine","2013","F","249","913","1177","1130","1290","1172","1106","1138","1190","1198","1385","1553","1402","1155","918","614","447","279","192","123","18631"
"49000","Kitimat-Stikine","2014","M","223","952","1319","1257","1422","1303","1170","1246","1162","1305","1456","1576","1589","1388","1063","745","426","264","137","90","20093"
"49000","Kitimat-Stikine","2014","F","216","917","1208","1146","1250","1165","1130","1174","1194","1194","1381","1530","1432","1196","975","642","444","295","212","133","18834"
"49000","Kitimat-Stikine","2015","M","229","971","1226","1257","1374","1265","1172","1225","1206","1269","1425","1544","1568","1406","1068","748","446","290","151","93","19933"
"49000","Kitimat-Stikine","2015","F","243","912","1178","1133","1212","1127","1110","1177","1157","1128","1365","1497","1436","1149","982","649","482","277","226","144","18584"
"51000","Bulkley-Nechako","1986","M","387","1639","1948","1817","1788","1706","1948","1887","1657","1194","948","865","742","585","397","261","168","102","26","8","20073"
"51000","Bulkley-Nechako","1986","F","376","1546","1888","1674","1558","1584","1793","1774","1396","1071","802","711","601","493","391","227","151","82","73","8","18199"
"51000","Bulkley-Nechako","1987","M","338","1579","1964","1803","1802","1629","1892","1892","1671","1301","1003","836","765","597","422","265","163","93","50","22","20087"
"51000","Bulkley-Nechako","1987","F","331","1490","1910","1692","1537","1499","1785","1772","1409","1178","833","670","651","495","400","243","155","80","56","23","18209"
"51000","Bulkley-Nechako","1988","M","320","1522","1975","1801","1771","1528","1868","1933","1666","1385","1023","844","794","627","427","277","160","103","52","26","20102"
"51000","Bulkley-Nechako","1988","F","319","1418","1901","1705","1500","1451","1776","1772","1460","1204","853","682","668","501","414","260","178","89","51","26","18228"
"51000","Bulkley-Nechako","1989","M","321","1446","1959","1837","1712","1485","1807","1915","1745","1378","1063","850","809","641","443","290","172","109","36","21","20039"
"51000","Bulkley-Nechako","1989","F","322","1338","1870","1733","1470","1391","1724","1760","1512","1218","885","708","647","533","431","260","197","85","53","27","18164"
"51000","Bulkley-Nechako","1990","M","334","1458","1955","1842","1736","1489","1774","1900","1797","1447","1097","897","791","650","467","295","179","100","48","24","20280"
"51000","Bulkley-Nechako","1990","F","342","1340","1837","1751","1526","1325","1673","1805","1543","1281","942","734","632","555","432","290","197","86","56","30","18377"
"51000","Bulkley-Nechako","1991","M","367","1465","1955","1871","1697","1443","1700","1947","1809","1513","1129","907","789","682","489","311","182","94","52","29","20431"
"51000","Bulkley-Nechako","1991","F","375","1344","1873","1752","1547","1265","1566","1809","1611","1243","995","757","638","552","436","302","186","112","50","35","18448"
"51000","Bulkley-Nechako","1992","M","352","1509","1907","1938","1683","1491","1619","1930","1856","1510","1219","959","784","687","512","345","177","103","41","33","20655"
"51000","Bulkley-Nechako","1992","F","346","1416","1812","1843","1535","1265","1520","1790","1630","1278","1103","804","625","563","441","329","201","118","53","33","18705"
"51000","Bulkley-Nechako","1993","M","363","1478","1915","1931","1696","1528","1537","1886","1897","1558","1293","976","785","703","537","360","195","105","42","31","20816"
"51000","Bulkley-Nechako","1993","F","367","1425","1734","1870","1542","1266","1444","1783","1663","1351","1132","815","652","584","455","348","220","139","61","38","18889"
"51000","Bulkley-Nechako","1994","M","352","1475","1912","1939","1748","1550","1562","1907","1908","1683","1311","1035","812","732","560","361","219","121","44","29","21260"
"51000","Bulkley-Nechako","1994","F","324","1445","1746","1860","1587","1315","1461","1761","1724","1437","1171","885","690","576","464","374","229","150","74","37","19310"
"51000","Bulkley-Nechako","1995","M","321","1470","1913","1966","1777","1571","1581","1915","1954","1776","1417","1074","860","740","583","387","226","124","60","24","21739"
"51000","Bulkley-Nechako","1995","F","353","1422","1750","1820","1646","1331","1471","1742","1801","1496","1261","941","750","580","501","384","248","155","73","43","19768"
"51000","Bulkley-Nechako","1996","M","360","1433","1913","2011","1838","1586","1620","1882","2018","1868","1546","1110","881","737","614","430","235","131","58","26","22297"
"51000","Bulkley-Nechako","1996","F","359","1416","1737","1869","1751","1365","1520","1776","1832","1638","1276","1021","793","611","521","384","263","153","84","39","20408"
"51000","Bulkley-Nechako","1997","M","350","1421","1878","1995","1884","1541","1628","1805","2038","1902","1570","1207","939","729","629","444","268","117","66","23","22434"
"51000","Bulkley-Nechako","1997","F","338","1414","1737","1817","1802","1392","1446","1695","1871","1681","1325","1105","831","611","536","399","281","160","83","35","20559"
"51000","Bulkley-Nechako","1998","M","315","1374","1883","2000","1845","1519","1551","1685","1990","1947","1615","1286","951","748","631","451","273","132","57","26","22279"
"51000","Bulkley-Nechako","1998","F","341","1367","1810","1761","1753","1376","1371","1627","1875","1716","1381","1133","815","619","571","413","301","171","92","41","20534"
"51000","Bulkley-Nechako","1999","M","321","1322","1798","1959","1802","1493","1499","1580","1941","1918","1679","1263","1017","741","672","433","274","145","62","22","21941"
"51000","Bulkley-Nechako","1999","F","287","1326","1797","1733","1693","1412","1311","1523","1805","1778","1436","1147","840","657","568","399","315","177","87","40","20331"
"51000","Bulkley-Nechako","2000","M","304","1295","1728","1890","1862","1402","1449","1526","1849","1901","1735","1343","1025","778","637","450","291","144","60","23","21692"
"51000","Bulkley-Nechako","2000","F","269","1250","1754","1739","1652","1358","1288","1471","1751","1811","1456","1214","870","685","530","427","312","193","95","39","20164"
"51000","Bulkley-Nechako","2001","M","291","1258","1652","1831","1924","1330","1386","1473","1743","1866","1719","1400","1039","780","633","480","307","158","69","31","21370"
"51000","Bulkley-Nechako","2001","F","263","1192","1681","1715","1657","1262","1277","1399","1687","1791","1529","1198","909","696","523","443","309","202","98","60","19891"
"51000","Bulkley-Nechako","2002","M","252","1193","1572","1691","1731","1338","1300","1477","1613","1800","1745","1434","1097","817","622","502","325","166","56","31","20762"
"51000","Bulkley-Nechako","2002","F","245","1129","1598","1679","1562","1279","1188","1357","1592","1712","1565","1181","995","690","542","453","329","216","97","30","19439"
"51000","Bulkley-Nechako","2003","M","267","1128","1536","1708","1680","1330","1158","1381","1477","1732","1741","1436","1158","834","643","510","334","174","62","31","20320"
"51000","Bulkley-Nechako","2003","F","261","1041","1509","1690","1468","1238","1126","1296","1495","1666","1571","1246","1033","689","542","478","345","240","94","36","19064"
"51000","Bulkley-Nechako","2004","M","271","1129","1516","1659","1710","1330","1154","1346","1434","1705","1758","1550","1172","931","649","536","343","188","63","14","20458"
"51000","Bulkley-Nechako","2004","F","269","1002","1478","1647","1438","1290","1119","1261","1430","1655","1691","1321","1096","759","589","483","336","270","98","26","19258"
"51000","Bulkley-Nechako","2005","M","232","1078","1502","1611","1664","1307","1099","1250","1378","1629","1741","1591","1234","949","696","515","374","194","80","3","20127"
"51000","Bulkley-Nechako","2005","F","259","988","1412","1562","1426","1194","1095","1208","1320","1583","1694","1358","1143","835","620","443","379","272","117","13","18921"
"51000","Bulkley-Nechako","2006","M","243","1018","1450","1583","1640","1194","1022","1160","1316","1531","1725","1590","1303","975","736","518","394","222","94","26","19740"
"51000","Bulkley-Nechako","2006","F","238","987","1307","1485","1438","1074","1081","1169","1250","1512","1665","1415","1133","893","618","470","380","266","123","59","18563"
"51000","Bulkley-Nechako","2007","M","233","1019","1412","1594","1495","1246","1062","1058","1288","1460","1668","1599","1328","996","761","513","400","226","100","38","19496"
"51000","Bulkley-Nechako","2007","F","240","1028","1331","1480","1446","1047","1040","1129","1198","1464","1575","1442","1183","995","641","464","378","264","131","66","18542"
"51000","Bulkley-Nechako","2008","M","261","999","1405","1636","1437","1247","1081","1093","1303","1378","1711","1653","1397","1061","783","535","426","229","107","45","19787"
"51000","Bulkley-Nechako","2008","F","256","1011","1300","1466","1462","994","1064","1156","1217","1401","1602","1476","1214","1039","658","501","380","289","145","76","18707"
"51000","Bulkley-Nechako","2009","M","230","1003","1394","1590","1438","1234","1138","1146","1294","1325","1702","1674","1484","1098","842","579","430","222","128","43","19994"
"51000","Bulkley-Nechako","2009","F","257","983","1305","1432","1418","1020","1093","1166","1196","1367","1621","1531","1216","1035","709","525","391","278","161","92","18796"
"51000","Bulkley-Nechako","2010","M","268","1020","1334","1584","1482","1142","1130","1136","1310","1338","1644","1737","1567","1182","891","626","431","232","126","51","20231"
"51000","Bulkley-Nechako","2010","F","260","963","1297","1416","1396","1089","1096","1196","1243","1326","1588","1562","1248","1046","749","571","381","299","167","104","18997"
"51000","Bulkley-Nechako","2011","M","270","1086","1329","1553","1616","1247","1100","1118","1285","1359","1577","1780","1588","1272","918","653","440","262","141","40","20634"
"51000","Bulkley-Nechako","2011","F","232","976","1327","1403","1471","1080","1112","1141","1299","1310","1533","1626","1355","1042","811","597","401","299","179","77","19271"
"51000","Bulkley-Nechako","2012","M","266","1096","1291","1457","1590","1282","1112","1102","1268","1389","1468","1765","1651","1283","978","689","433","273","151","66","20610"
"51000","Bulkley-Nechako","2012","F","261","953","1335","1338","1453","1084","1094","1133","1258","1221","1472","1568","1412","1050","877","595","394","324","180","129","19131"
"51000","Bulkley-Nechako","2013","M","226","1085","1296","1449","1564","1309","1162","1087","1245","1398","1412","1751","1728","1331","1037","691","469","286","141","67","20734"
"51000","Bulkley-Nechako","2013","F","253","957","1338","1313","1406","1134","1079","1112","1247","1197","1407","1542","1459","1077","908","613","421","310","186","122","19081"
"51000","Bulkley-Nechako","2014","M","250","1085","1309","1426","1510","1320","1156","1090","1260","1355","1383","1690","1770","1425","1032","760","499","300","133","82","20835"
"51000","Bulkley-Nechako","2014","F","249","943","1346","1340","1392","1164","1071","1145","1241","1178","1380","1520","1521","1179","929","660","451","343","190","136","19378"
"51000","Bulkley-Nechako","2015","M","207","1052","1366","1375","1497","1287","1031","1078","1207","1349","1384","1613","1813","1502","1132","802","542","309","139","105","20790"
"51000","Bulkley-Nechako","2015","F","243","923","1317","1296","1351","1044","999","1124","1174","1176","1313","1513","1572","1267","976","734","528","322","240","157","19269"
"53000","Fraser-Fort George","1986","M","806","3465","4205","4119","4165","4258","4660","4698","4177","3398","2627","2214","1832","1239","755","490","274","132","50","15","47579"
"53000","Fraser-Fort George","1986","F","790","3322","4028","3942","3974","4264","4624","4691","3992","3006","2171","1731","1439","1048","770","489","296","184","87","28","44876"
"53000","Fraser-Fort George","1987","M","754","3425","4158","4059","4136","4016","4524","4726","4189","3521","2655","2146","1878","1265","813","494","287","155","62","16","47279"
"53000","Fraser-Fort George","1987","F","763","3267","3990","3899","3926","4046","4499","4735","3909","3201","2252","1720","1429","1054","839","520","300","173","91","36","44649"
"53000","Fraser-Fort George","1988","M","769","3380","4191","3989","4009","3835","4445","4672","4248","3552","2758","2156","1882","1314","849","515","302","156","66","28","47116"
"53000","Fraser-Fort George","1988","F","763","3238","3990","3860","3849","3800","4419","4711","3978","3301","2328","1772","1452","1068","867","524","336","171","96","36","44559"
"53000","Fraser-Fort George","1989","M","703","3231","4267","3966","3943","3719","4398","4614","4394","3644","2895","2215","1907","1348","917","529","310","157","71","20","47248"
"53000","Fraser-Fort George","1989","F","711","3060","4021","3859","3761","3656","4382","4693","4117","3455","2473","1782","1488","1105","879","565","354","190","96","51","44698"
"53000","Fraser-Fort George","1990","M","792","3206","4275","3987","3895","3668","4331","4595","4418","3781","3023","2216","1933","1427","928","554","343","178","81","32","47663"
"53000","Fraser-Fort George","1990","F","768","3029","4034","3886","3735","3551","4332","4585","4231","3566","2644","1823","1489","1170","880","596","385","209","117","43","45073"
"53000","Fraser-Fort George","1991","M","761","3261","4181","4008","3912","3595","4150","4660","4524","3897","3117","2305","1983","1547","940","576","376","168","76","28","48065"
"53000","Fraser-Fort George","1991","F","782","2935","4079","3833","3676","3520","4172","4534","4348","3699","2710","1974","1526","1192","865","638","402","231","120","52","45288"
"53000","Fraser-Fort George","1992","M","765","3348","4187","4049","3854","3717","3963","4571","4584","3975","3252","2415","1922","1606","1027","605","387","167","76","28","48498"
"53000","Fraser-Fort George","1992","F","762","3077","4047","3869","3651","3537","3986","4464","4451","3668","2923","2108","1546","1226","917","694","424","241","114","53","45758"
"53000","Fraser-Fort George","1993","M","741","3253","4292","4163","3907","3880","3988","4728","4659","4141","3387","2594","1987","1688","1094","629","406","193","88","33","49851"
"53000","Fraser-Fort George","1993","F","718","3195","4057","3947","3681","3724","3980","4601","4584","3827","3134","2186","1586","1246","952","727","452","259","129","52","47037"
"53000","Fraser-Fort George","1994","M","779","3254","4270","4295","4006","3913","4080","4772","4678","4326","3512","2719","2063","1688","1119","692","406","218","94","29","50913"
"53000","Fraser-Fort George","1994","F","679","3186","4002","4060","3729","3801","3939","4669","4620","4007","3360","2327","1603","1272","972","804","487","258","133","62","47970"
"53000","Fraser-Fort George","1995","M","742","3211","4308","4405","4098","3887","4175","4808","4841","4427","3709","2911","2147","1711","1189","721","429","237","102","34","52092"
"53000","Fraser-Fort George","1995","F","721","3099","4015","4174","3850","3783","3950","4678","4671","4250","3521","2502","1648","1274","1024","808","518","309","143","60","48998"
"53000","Fraser-Fort George","1996","M","738","3170","4362","4415","4247","3980","4282","4714","5017","4527","3869","2960","2254","1681","1229","731","420","262","95","39","52992"
"53000","Fraser-Fort George","1996","F","708","2980","4024","4206","3928","3851","4073","4616","4732","4402","3699","2671","1802","1344","1054","782","573","335","165","69","50014"
"53000","Fraser-Fort George","1997","M","700","3126","4283","4435","4201","3917","4200","4572","4925","4697","4001","3150","2371","1695","1295","805","447","264","95","44","53223"
"53000","Fraser-Fort George","1997","F","642","2853","3963","4159","3917","3798","4065","4457","4771","4570","3720","2936","1967","1394","1105","802","613","372","172","76","50352"
"53000","Fraser-Fort George","1998","M","617","2962","4118","4421","4208","3758","3978","4257","4905","4637","4096","3257","2461","1750","1364","833","477","272","101","45","52517"
"53000","Fraser-Fort George","1998","F","633","2743","3930","4117","3874","3630","3926","4187","4641","4547","3782","3059","2035","1391","1187","846","659","378","199","73","49837"
"53000","Fraser-Fort George","1999","M","634","2781","4072","4267","4257","3666","3813","4047","4758","4579","4180","3361","2530","1782","1378","869","521","264","109","32","51900"
"53000","Fraser-Fort George","1999","F","604","2632","3760","3940","3915","3568","3830","3957","4628","4500","3864","3231","2136","1405","1193","847","702","386","207","84","49389"
"53000","Fraser-Fort George","2000","M","591","2636","3922","4164","4294","3591","3604","3922","4616","4522","4212","3466","2680","1852","1375","941","547","262","133","35","51365"
"53000","Fraser-Fort George","2000","F","526","2507","3595","3800","3988","3536","3665","3865","4465","4444","4035","3339","2270","1492","1194","893","690","407","229","82","49022"
"53000","Fraser-Fort George","2001","M","537","2558","3736","4086","4235","3522","3409","3836","4267","4464","4187","3570","2681","1908","1401","1005","562","279","137","36","50416"
"53000","Fraser-Fort George","2001","F","571","2384","3407","3661","3969","3368","3490","3815","4275","4342","4057","3425","2343","1578","1226","931","657","448","228","99","48274"
"53000","Fraser-Fort George","2002","M","532","2383","3666","3925","4055","3462","3170","3713","4030","4356","4169","3616","2800","1988","1427","1073","614","313","133","42","49467"
"53000","Fraser-Fort George","2002","F","505","2339","3274","3554","3820","3378","3284","3686","4008","4211","4089","3347","2554","1652","1258","1002","665","475","235","94","47430"
"53000","Fraser-Fort George","2003","M","548","2316","3475","3833","3998","3572","3095","3608","3811","4432","4178","3709","2954","2081","1476","1151","638","334","133","52","49394"
"53000","Fraser-Fort George","2003","F","505","2239","3155","3538","3713","3468","3160","3579","3831","4203","4140","3498","2757","1780","1284","1061","694","505","240","94","47444"
"53000","Fraser-Fort George","2004","M","503","2247","3327","3774","3860","3727","3142","3501","3659","4373","4222","3871","3136","2239","1507","1184","674","364","142","51","49503"
"53000","Fraser-Fort George","2004","F","528","2111","3112","3521","3605","3591","3130","3473","3644","4248","4161","3628","2956","1930","1298","1090","721","546","246","97","47636"
